Time Step #,Time(s),"Position (North, metres)","Position (East, metres)",Altitude (metres),"Velocity (North, m/s)","Velocity (East, m/s)","Velocity (Up, m/s)","Acceleration (North, m/s2)","Acceleration (East, m/s2)","Acceleration (Up, m/s2)"
281,14.05,-1098.04,1091.79,4525.739,-160.224,158.904,-587.037,-11.786,11.605,-32.749
282,14.1,-1106.081,1099.764,4555.091,-160.815,159.485,-588.677,-11.811,11.629,-32.793
283,14.15,-1114.151,1107.768,4584.525,-161.407,160.068,-590.319,-11.833,11.652,-32.839
284,14.2,-1122.251,1115.8,4614.041,-161.999,160.652,-591.963,-11.854,11.672,-32.888
285,14.25,-1130.381,1123.862,4643.639,-162.593,161.236,-593.61,-11.874,11.69,-32.939
286,14.3,-1138.54,1131.953,4673.319,-163.188,161.822,-595.26,-11.892,11.708,-32.992
287,14.35,-1146.729,1140.073,4703.082,-163.783,162.408,-596.912,-11.911,11.726,-33.046
288,14.4,-1154.948,1148.223,4732.928,-164.38,162.995,-598.567,-11.932,11.745,-33.1
289,14.45,-1163.197,1156.402,4762.856,-164.977,163.583,-600.225,-11.952,11.765,-33.149
290,14.5,-1171.476,1164.611,4792.868,-165.576,164.172,-601.883,-11.965,11.777,-33.164
291,14.55,-1179.785,1172.849,4822.962,-166.175,164.762,-603.543,-11.987,11.798,-33.202
292,14.6,-1188.123,1181.117,4853.139,-166.776,165.353,-605.206,-12.015,11.825,-33.257
293,14.65,-1196.492,1189.414,4883.399,-167.378,165.946,-606.871,-12.044,11.854,-33.312
294,14.7,-1204.891,1197.741,4913.743,-167.981,166.54,-608.539,-12.068,11.877,-33.346
295,14.75,-1213.321,1206.098,4944.17,-168.586,167.135,-610.207,-12.085,11.894,-33.363
296,14.8,-1221.78,1214.484,4974.68,-169.191,167.731,-611.878,-12.114,11.922,-33.423
297,14.85,-1230.27,1222.901,5005.274,-169.798,168.328,-613.551,-12.135,11.943,-33.463
298,14.9,-1238.79,1231.347,5035.952,-170.406,168.926,-615.225,-12.15,11.956,-33.484
299,14.95,-1247.341,1239.823,5066.713,-171.014,169.525,-616.903,-12.175,11.981,-33.549
300,15.0,-1255.922,1248.329,5097.558,-171.624,170.125,-618.583,-12.194,11.999,-33.595
301,15.05,-1264.534,1256.866,5128.487,-172.234,170.725,-620.263,-12.207,12.011,-33.619
302,15.1,-1273.176,1265.432,5159.5,-172.846,171.327,-621.948,-12.232,12.036,-33.688
303,15.15,-1281.849,1274.028,5190.598,-173.459,171.93,-623.635,-12.253,12.055,-33.735
304,15.2,-1290.553,1282.655,5221.779,-174.072,172.533,-625.323,-12.269,12.071,-33.762
305,15.25,-1299.287,1291.312,5253.046,-174.687,173.138,-627.014,-12.299,12.1,-33.832
306,15.3,-1308.052,1299.999,5284.396,-175.303,173.744,-628.708,-12.323,12.123,-33.879
307,15.35,-1316.848,1308.717,5315.832,-175.92,174.352,-630.404,-12.343,12.143,-33.908
308,15.4,-1325.664,1317.454,5347.352,-176.312,174.735,-631.301,-7.829,7.668,-17.946
309,15.45,-1334.488,1326.198,5378.917,-176.477,174.894,-631.398,-3.295,3.174,-1.941
310,15.5,-1343.313,1334.944,5410.487,-176.512,174.924,-631.039,-0.709,0.611,7.178
311,15.55,-1352.134,1343.686,5442.039,-176.418,174.826,-630.224,1.885,-1.961,16.307
312,15.6,-1360.95,1352.422,5473.55,-176.322,174.727,-629.405,1.906,-1.982,16.372
313,15.65,-1369.762,1361.153,5505.02,-176.226,174.627,-628.583,1.93,-2.005,16.441
314,15.7,-1378.568,1369.88,5536.449,-176.128,174.525,-627.758,1.954,-2.029,16.511
315,15.75,-1387.369,1378.601,5567.837,-176.029,174.423,-626.929,1.979,-2.053,16.581
316,15.8,-1396.166,1387.317,5599.184,-175.929,174.319,-626.096,2.001,-2.075,16.648
317,15.85,-1404.957,1396.028,5630.488,-175.828,174.214,-625.26,2.024,-2.097,16.717
318,15.9,-1413.744,1404.733,5661.751,-175.726,174.108,-624.421,2.044,-2.118,16.783
319,15.95,-1422.525,1413.433,5692.973,-175.623,174.001,-623.579,2.062,-2.135,16.843
320,16.0,-1431.301,1422.128,5724.151,-175.519,173.894,-622.734,2.077,-2.15,16.897
321,16.05,-1440.071,1430.817,5755.288,-175.414,173.786,-621.887,2.093,-2.165,16.952
322,16.1,-1448.837,1439.501,5786.382,-175.309,173.677,-621.036,2.107,-2.179,17.004
323,16.15,-1457.597,1448.179,5817.434,-175.203,173.567,-620.183,2.122,-2.194,17.057
324,16.2,-1466.352,1456.852,5848.443,-175.096,173.457,-619.328,2.137,-2.208,17.108
325,16.25,-1475.101,1465.519,5879.41,-174.988,173.345,-618.47,2.156,-2.227,17.17
326,16.3,-1483.845,1474.181,5910.333,-174.879,173.233,-617.608,2.175,-2.246,17.229
327,16.35,-1492.584,1482.837,5941.214,-174.77,173.12,-616.744,2.195,-2.265,17.289
328,16.4,-1501.317,1491.487,5972.051,-174.659,173.005,-615.876,2.215,-2.285,17.346
329,16.45,-1510.044,1500.132,6002.845,-174.547,172.89,-615.006,2.235,-2.304,17.403
330,16.5,-1518.766,1508.77,6033.595,-174.435,172.774,-614.134,2.252,-2.321,17.451
331,16.55,-1527.482,1517.403,6064.302,-174.321,172.657,-613.259,2.268,-2.336,17.496
332,16.6,-1536.192,1526.03,6094.965,-174.207,172.54,-612.382,2.282,-2.351,17.538
333,16.65,-1544.897,1534.651,6125.584,-174.092,172.422,-611.503,2.296,-2.365,17.582
334,16.7,-1553.596,1543.266,6156.159,-173.977,172.303,-610.622,2.31,-2.378,17.624
335,16.75,-1562.289,1551.876,6186.69,-173.861,172.183,-609.738,2.324,-2.392,17.672
336,16.8,-1570.976,1560.479,6217.177,-173.744,172.063,-608.852,2.34,-2.407,17.725
337,16.85,-1579.657,1569.076,6247.62,-173.626,171.942,-607.963,2.356,-2.423,17.778
338,16.9,-1588.332,1577.667,6278.018,-173.507,171.82,-607.072,2.372,-2.439,17.829
339,16.95,-1597.002,1586.252,6308.371,-173.388,171.697,-606.178,2.388,-2.454,17.881
340,17.0,-1605.665,1594.83,6338.68,-173.268,171.574,-605.281,2.403,-2.469,17.925
341,17.05,-1614.322,1603.403,6368.944,-173.147,171.449,-604.383,2.416,-2.482,17.963
342,17.1,-1622.974,1611.969,6399.163,-173.025,171.325,-603.483,2.429,-2.494,17.998
343,17.15,-1631.607,1620.517,6429.338,-172.665,170.964,-601.764,7.205,-7.224,34.379
344,17.2,-1640.222,1629.047,6459.426,-172.307,170.605,-600.054,7.159,-7.178,34.197
345,17.25,-1648.82,1637.56,6489.428,-171.951,170.248,-598.353,7.119,-7.137,34.035
346,17.3,-1657.4,1646.055,6519.346,-171.597,169.893,-596.659,7.076,-7.095,33.867
347,17.35,-1665.962,1654.532,6549.179,-171.246,169.541,-594.975,7.028,-7.047,33.68
348,17.4,-1674.507,1662.991,6578.928,-170.897,169.191,-593.3,6.981,-7.0,33.5
349,17.45,-1683.034,1671.433,6608.593,-170.55,168.843,-591.633,6.941,-6.96,33.344
350,17.5,-1691.545,1679.858,6638.175,-170.205,168.497,-589.974,6.9,-6.919,33.188
351,17.55,-1700.038,1688.266,6667.673,-169.862,168.153,-588.323,6.852,-6.871,33.008
352,17.6,-1708.514,1696.656,6697.089,-169.522,167.812,-586.682,6.805,-6.823,32.83
353,17.65,-1716.973,1705.03,6726.423,-169.184,167.473,-585.048,6.764,-6.783,32.677
354,17.7,-1725.415,1713.387,6755.676,-168.848,167.136,-583.422,6.725,-6.744,32.528
355,17.75,-1733.841,1721.727,6784.847,-168.513,166.8,-581.803,6.686,-6.705,32.379
356,17.8,-1742.25,1730.05,6813.937,-168.181,166.467,-580.191,6.648,-6.667,32.23
357,17.85,-1750.643,1738.357,6842.947,-167.851,166.136,-578.588,6.606,-6.625,32.069
358,17.9,-1759.019,1746.647,6871.876,-167.522,165.807,-576.993,6.562,-6.581,31.899
359,17.95,-1767.379,1754.921,6900.726,-167.196,165.48,-575.406,6.521,-6.54,31.74
360,18.0,-1775.722,1763.179,6929.496,-166.872,165.155,-573.826,6.484,-6.503,31.596
361,18.05,-1784.05,1771.421,6958.187,-166.55,164.831,-572.253,6.448,-6.467,31.453
362,18.1,-1792.361,1779.646,6986.8,-166.229,164.51,-570.688,6.412,-6.431,31.312
363,18.15,-1800.657,1787.856,7015.334,-165.91,164.19,-569.129,6.376,-6.395,31.171
364,18.2,-1808.936,1796.049,7043.791,-165.593,163.872,-567.578,6.34,-6.359,31.032
365,18.25,-1817.2,1804.227,7072.17,-165.278,163.556,-566.033,6.304,-6.323,30.893
366,18.3,-1825.448,1812.389,7100.471,-164.965,163.242,-564.495,6.268,-6.287,30.756
367,18.35,-1833.681,1820.535,7128.696,-164.653,162.929,-562.964,6.232,-6.251,30.619
368,18.4,-1841.898,1828.666,7156.844,-164.343,162.618,-561.44,6.197,-6.216,30.484
369,18.45,-1850.1,1836.782,7184.916,-164.035,162.309,-559.922,6.162,-6.18,30.35
370,18.5,-1858.286,1844.882,7212.912,-163.729,162.002,-558.412,6.127,-6.146,30.216
371,18.55,-1866.458,1852.967,7240.833,-163.424,161.696,-556.907,6.092,-6.111,30.084
372,18.6,-1874.614,1861.036,7268.678,-163.121,161.393,-555.41,6.058,-6.077,29.952
373,18.65,-1882.755,1869.091,7296.449,-162.82,161.09,-553.919,6.024,-6.043,29.821
374,18.7,-1890.881,1877.13,7324.145,-162.521,160.79,-552.434,5.991,-6.01,29.691
375,18.75,-1898.992,1885.155,7351.766,-162.223,160.491,-550.957,5.956,-5.975,29.556
376,18.8,-1907.088,1893.165,7379.314,-161.927,160.194,-549.486,5.918,-5.936,29.409
377,18.85,-1915.17,1901.16,7406.789,-161.633,159.899,-548.023,5.879,-5.898,29.263
378,18.9,-1923.237,1909.14,7434.19,-161.341,159.607,-546.568,5.836,-5.855,29.102
379,18.95,-1931.29,1917.106,7461.518,-161.051,159.316,-545.121,5.793,-5.812,28.941
380,19.0,-1939.328,1925.057,7488.774,-160.764,159.028,-543.682,5.751,-5.77,28.782
381,19.05,-1947.352,1932.994,7515.958,-160.478,158.741,-542.25,5.708,-5.727,28.624
382,19.1,-1955.361,1940.917,7543.071,-160.195,158.457,-540.827,5.666,-5.685,28.469
383,19.15,-1963.357,1948.826,7570.112,-159.914,158.175,-539.411,5.624,-5.644,28.315
384,19.2,-1971.339,1956.72,7597.083,-159.635,157.895,-538.003,5.583,-5.603,28.163
385,19.25,-1979.307,1964.601,7623.983,-159.358,157.617,-536.603,5.542,-5.562,28.012
386,19.3,-1987.261,1972.468,7650.813,-159.083,157.34,-535.209,5.502,-5.522,27.863
387,19.35,-1995.201,1980.322,7677.573,-158.809,157.066,-533.824,5.462,-5.482,27.716
388,19.4,-2003.128,1988.161,7704.265,-158.538,156.794,-532.445,5.423,-5.443,27.57
389,19.45,-2011.042,1995.988,7730.887,-158.269,156.524,-531.074,5.384,-5.404,27.425
390,19.5,-2018.942,2003.8,7757.441,-158.002,156.256,-529.71,5.346,-5.365,27.283
391,19.55,-2026.829,2011.6,7783.926,-157.736,155.989,-528.353,5.308,-5.328,27.141
392,19.6,-2034.702,2019.386,7810.344,-157.473,155.725,-527.003,5.27,-5.29,27.001
393,19.65,-2042.563,2027.159,7836.694,-157.211,155.462,-525.659,5.233,-5.253,26.862
394,19.7,-2050.41,2034.919,7862.977,-156.952,155.201,-524.323,5.196,-5.216,26.725
395,19.75,-2058.245,2042.666,7889.193,-156.694,154.942,-522.994,5.16,-5.18,26.59
396,19.8,-2066.067,2050.401,7915.343,-156.437,154.685,-521.671,5.123,-5.144,26.455
397,19.85,-2073.876,2058.122,7941.426,-156.183,154.43,-520.355,5.087,-5.108,26.323
398,19.9,-2081.673,2065.831,7967.444,-155.93,154.176,-519.045,5.052,-5.072,26.191
399,19.95,-2089.457,2073.527,7993.396,-155.68,153.924,-517.742,5.017,-5.037,26.061
400,20.0,-2097.228,2081.211,8019.283,-155.43,153.674,-516.446,4.982,-5.002,25.932
401,20.05,-2104.987,2088.882,8045.105,-155.183,153.426,-515.155,4.947,-4.968,25.805
402,20.1,-2112.734,2096.541,8070.863,-154.937,153.179,-513.871,4.913,-4.934,25.679
403,20.15,-2120.469,2104.188,8096.557,-154.694,152.934,-512.594,4.879,-4.9,25.554
404,20.2,-2128.191,2111.822,8122.187,-154.451,152.691,-511.322,4.845,-4.866,25.43
405,20.25,-2135.902,2119.445,8147.753,-154.211,152.449,-510.057,4.812,-4.833,25.308
406,20.3,-2143.601,2127.055,8173.255,-153.972,152.209,-508.797,4.78,-4.801,25.187
407,20.35,-2151.287,2134.654,8198.695,-153.734,151.971,-507.544,4.747,-4.768,25.067
408,20.4,-2158.962,2142.241,8224.073,-153.499,151.734,-506.297,4.715,-4.736,24.948
409,20.45,-2166.625,2149.815,8249.387,-153.264,151.499,-505.055,4.683,-4.705,24.83
410,20.5,-2174.277,2157.379,8274.64,-153.032,151.265,-503.819,4.652,-4.673,24.714
411,20.55,-2181.917,2164.93,8299.831,-152.801,151.033,-502.589,4.621,-4.642,24.599
412,20.6,-2189.546,2172.47,8324.961,-152.571,150.802,-501.365,4.59,-4.611,24.484
413,20.65,-2197.163,2179.999,8350.029,-152.343,150.573,-500.147,4.559,-4.581,24.371
414,20.7,-2204.769,2187.516,8375.036,-152.117,150.346,-498.934,4.529,-4.55,24.259
415,20.75,-2212.363,2195.022,8399.983,-151.892,150.12,-497.726,4.501,-4.523,24.158
416,20.8,-2219.947,2202.517,8424.869,-151.668,149.895,-496.523,4.475,-4.497,24.059
417,20.85,-2227.519,2210.001,8449.695,-151.446,149.671,-495.325,4.449,-4.471,23.961
418,20.9,-2235.08,2217.473,8474.462,-151.225,149.449,-494.132,4.42,-4.442,23.855
419,20.95,-2242.63,2224.935,8499.168,-151.005,149.229,-492.945,4.391,-4.412,23.748
420,21.0,-2250.17,2232.385,8523.815,-150.787,149.009,-491.763,4.362,-4.384,23.642
421,21.05,-2257.698,2239.825,8548.403,-150.57,148.792,-490.586,4.333,-4.355,23.537
422,21.1,-2265.216,2247.253,8572.933,-150.355,148.575,-489.414,4.305,-4.327,23.433
423,21.15,-2272.723,2254.671,8597.403,-150.141,148.36,-488.248,4.277,-4.299,23.33
424,21.2,-2280.22,2262.079,8621.816,-149.929,148.147,-487.086,4.252,-4.274,23.237
425,21.25,-2287.705,2269.476,8646.17,-149.717,147.934,-485.928,4.228,-4.25,23.146
426,21.3,-2295.181,2276.862,8670.467,-149.507,147.723,-484.776,4.203,-4.226,23.056
427,21.35,-2302.646,2284.237,8694.705,-149.298,147.513,-483.628,4.177,-4.199,22.958
428,21.4,-2310.1,2291.603,8718.887,-149.091,147.304,-482.485,4.15,-4.172,22.859
429,21.45,-2317.544,2298.957,8743.011,-148.885,147.097,-481.347,4.124,-4.146,22.762
430,21.5,-2324.978,2306.302,8767.078,-148.68,146.891,-480.213,4.097,-4.119,22.665
431,21.55,-2332.402,2313.636,8791.089,-148.476,146.686,-479.085,4.071,-4.093,22.569
432,21.6,-2339.816,2320.96,8815.043,-148.274,146.483,-477.961,4.045,-4.068,22.474
433,21.65,-2347.22,2328.274,8838.941,-148.073,146.281,-476.842,4.022,-4.044,22.387
434,21.7,-2354.613,2335.578,8862.783,-147.873,146.08,-475.727,3.999,-4.021,22.303
435,21.75,-2361.997,2342.872,8886.57,-147.674,145.88,-474.616,3.976,-3.999,22.219
436,21.8,-2369.371,2350.157,8910.301,-147.476,145.681,-473.509,3.953,-3.975,22.132
437,21.85,-2376.735,2357.431,8933.976,-147.28,145.484,-472.407,3.928,-3.95,22.041
438,21.9,-2384.089,2364.695,8957.596,-147.085,145.287,-471.31,3.903,-3.926,21.951
439,21.95,-2391.434,2371.95,8981.162,-146.891,145.092,-470.216,3.88,-3.902,21.865
440,22.0,-2398.768,2379.195,9004.673,-146.698,144.898,-469.127,3.858,-3.881,21.785
441,22.05,-2406.094,2386.43,9028.129,-146.506,144.705,-468.042,3.837,-3.859,21.705
442,22.1,-2413.41,2393.656,9051.531,-146.315,144.513,-466.961,3.815,-3.838,21.626
443,22.15,-2420.716,2400.872,9074.879,-146.126,144.323,-465.884,3.792,-3.814,21.54
444,22.2,-2428.013,2408.078,9098.173,-145.937,144.133,-464.811,3.768,-3.791,21.455
445,22.25,-2435.3,2415.276,9121.414,-145.75,143.945,-463.742,3.745,-3.768,21.37
446,22.3,-2442.578,2422.463,9144.601,-145.564,143.757,-462.678,3.724,-3.747,21.292
447,22.35,-2449.847,2429.642,9167.735,-145.379,143.571,-461.617,3.704,-3.726,21.217
448,22.4,-2457.107,2436.811,9190.816,-145.195,143.386,-460.56,3.684,-3.706,21.142
449,22.45,-2464.358,2443.971,9213.844,-145.011,143.201,-459.507,3.663,-3.685,21.064
450,22.5,-2471.599,2451.122,9236.819,-144.829,143.018,-458.457,3.64,-3.663,20.983
451,22.55,-2478.832,2458.264,9259.742,-144.649,142.836,-457.412,3.618,-3.641,20.903
452,22.6,-2486.055,2465.397,9282.612,-144.469,142.655,-456.371,3.596,-3.619,20.823
453,22.65,-2493.269,2472.521,9305.431,-144.29,142.475,-455.334,3.577,-3.6,20.751
454,22.7,-2500.475,2479.635,9328.198,-144.112,142.296,-454.3,3.558,-3.581,20.68
455,22.75,-2507.672,2486.741,9350.913,-143.935,142.118,-453.269,3.539,-3.561,20.61
456,22.8,-2514.86,2493.838,9373.576,-143.759,141.941,-452.242,3.518,-3.541,20.535
457,22.85,-2522.039,2500.927,9396.188,-143.584,141.765,-451.219,3.497,-3.52,20.458
458,22.9,-2529.21,2508.006,9418.749,-143.411,141.59,-450.2,3.476,-3.499,20.382
459,22.95,-2536.371,2515.077,9441.259,-143.238,141.416,-449.185,3.456,-3.479,20.308
460,23.0,-2543.525,2522.139,9463.718,-143.066,141.243,-448.173,3.437,-3.46,20.241
461,23.05,-2550.669,2529.193,9486.127,-142.895,141.071,-447.164,3.419,-3.442,20.173
462,23.1,-2557.806,2536.238,9508.485,-142.725,140.9,-446.159,3.401,-3.424,20.106
463,23.15,-2564.933,2543.274,9530.793,-142.556,140.73,-445.157,3.383,-3.406,20.04
464,23.2,-2572.053,2550.302,9553.051,-142.387,140.56,-444.158,3.365,-3.388,19.975
465,23.25,-2579.164,2557.322,9575.259,-142.22,140.392,-443.163,3.347,-3.37,19.909
466,23.3,-2586.267,2564.333,9597.417,-142.054,140.224,-442.171,3.33,-3.352,19.843
467,23.35,-2593.361,2571.336,9619.526,-141.888,140.058,-441.182,3.31,-3.333,19.773
468,23.4,-2600.447,2578.33,9641.585,-141.724,139.892,-440.197,3.291,-3.314,19.703
469,23.45,-2607.525,2585.317,9663.595,-141.56,139.727,-439.215,3.271,-3.294,19.633
470,23.5,-2614.595,2592.295,9685.555,-141.397,139.563,-438.237,3.254,-3.277,19.568
471,23.55,-2621.657,2599.265,9707.467,-141.235,139.4,-437.261,3.237,-3.26,19.506
472,23.6,-2628.71,2606.227,9729.33,-141.074,139.238,-436.289,3.22,-3.243,19.444
473,23.65,-2635.756,2613.181,9751.145,-140.914,139.077,-435.32,3.203,-3.226,19.383
474,23.7,-2642.794,2620.127,9772.911,-140.755,138.916,-434.354,3.187,-3.21,19.322
475,23.75,-2649.824,2627.064,9794.628,-140.596,138.757,-433.391,3.17,-3.193,19.261
476,23.8,-2656.846,2633.994,9816.298,-140.439,138.598,-432.431,3.154,-3.177,19.201
477,23.85,-2663.86,2640.916,9837.92,-140.282,138.44,-431.474,3.138,-3.161,19.142
478,23.9,-2670.866,2647.83,9859.493,-140.126,138.283,-430.52,3.121,-3.144,19.083
479,23.95,-2677.865,2654.737,9881.019,-139.971,138.126,-429.568,3.105,-3.128,19.024
480,24.0,-2684.855,2661.635,9902.498,-139.816,137.971,-428.62,3.089,-3.112,18.966
481,24.05,-2691.839,2668.526,9923.929,-139.662,137.816,-427.675,3.074,-3.097,18.908
482,24.1,-2698.814,2675.409,9945.312,-139.51,137.662,-426.732,3.058,-3.081,18.851
483,24.15,-2705.782,2682.285,9966.649,-139.357,137.508,-425.793,3.042,-3.065,18.794
484,24.2,-2712.742,2689.152,9987.939,-139.206,137.356,-424.856,3.027,-3.05,18.737
485,24.25,-2719.695,2696.013,10009.181,-139.056,137.204,-423.922,3.01,-3.033,18.677
486,24.3,-2726.64,2702.865,10030.378,-138.906,137.053,-422.991,2.993,-3.016,18.616
487,24.35,-2733.578,2709.71,10051.527,-138.757,136.903,-422.063,2.976,-2.999,18.555
488,24.4,-2740.509,2716.548,10072.63,-138.609,136.754,-421.138,2.96,-2.983,18.496
489,24.45,-2747.432,2723.378,10093.687,-138.462,136.606,-420.216,2.945,-2.968,18.441
490,24.5,-2754.347,2730.201,10114.698,-138.315,136.458,-419.297,2.93,-2.953,18.387
491,24.55,-2761.256,2737.017,10135.663,-138.17,136.311,-418.38,2.915,-2.938,18.334
492,24.6,-2768.157,2743.825,10156.582,-138.025,136.165,-417.466,2.901,-2.924,18.28
493,24.65,-2775.051,2750.626,10177.455,-137.88,136.02,-416.555,2.886,-2.909,18.228
494,24.7,-2781.938,2757.42,10198.283,-137.737,135.875,-415.646,2.872,-2.895,18.175
495,24.75,-2788.818,2764.206,10219.065,-137.594,135.731,-414.74,2.858,-2.881,18.123
496,24.8,-2795.69,2770.986,10239.802,-137.452,135.588,-413.837,2.843,-2.866,18.071
497,24.85,-2802.556,2777.758,10260.494,-137.31,135.445,-412.936,2.829,-2.852,18.02
498,24.9,-2809.414,2784.523,10281.141,-137.169,135.303,-412.037,2.815,-2.838,17.969
499,24.95,-2816.266,2791.281,10301.743,-137.029,135.162,-411.141,2.801,-2.824,17.918
500,25.0,-2823.11,2798.032,10322.3,-136.89,135.021,-410.248,2.788,-2.81,17.868
501,25.05,-2829.948,2804.776,10342.812,-136.751,134.881,-409.357,2.774,-2.797,17.818
502,25.1,-2836.778,2811.514,10363.28,-136.613,134.742,-408.468,2.76,-2.783,17.769
503,25.15,-2843.602,2818.244,10383.703,-136.476,134.604,-407.582,2.747,-2.77,17.72
504,25.2,-2850.419,2824.967,10404.082,-136.339,134.466,-406.699,2.733,-2.756,17.671
505,25.25,-2857.229,2831.683,10424.417,-136.203,134.329,-405.818,2.72,-2.743,17.622
506,25.3,-2864.033,2838.393,10444.708,-136.068,134.192,-404.939,2.706,-2.729,17.574
507,25.35,-2870.829,2845.096,10464.955,-135.933,134.057,-404.063,2.693,-2.716,17.526
508,25.4,-2877.619,2851.792,10485.158,-135.799,133.922,-403.189,2.68,-2.703,17.479
509,25.45,-2884.403,2858.481,10505.318,-135.666,133.787,-402.317,2.667,-2.69,17.431
510,25.5,-2891.179,2865.164,10525.434,-135.533,133.653,-401.448,2.654,-2.677,17.385
511,25.55,-2897.949,2871.84,10545.506,-135.401,133.52,-400.581,2.641,-2.664,17.338
512,25.6,-2904.713,2878.509,10565.535,-135.27,133.387,-399.717,2.629,-2.651,17.292
513,25.65,-2911.47,2885.172,10585.521,-135.139,133.255,-398.854,2.616,-2.639,17.246
514,25.7,-2918.22,2891.828,10605.464,-135.009,133.124,-397.994,2.603,-2.626,17.2
515,25.75,-2924.964,2898.478,10625.363,-134.879,132.993,-397.136,2.591,-2.614,17.155
516,25.8,-2931.702,2905.121,10645.22,-134.75,132.863,-396.281,2.578,-2.601,17.11
517,25.85,-2938.433,2911.758,10665.034,-134.622,132.734,-395.428,2.566,-2.589,17.066
518,25.9,-2945.157,2918.388,10684.806,-134.494,132.605,-394.577,2.554,-2.576,17.021
519,25.95,-2951.876,2925.012,10704.535,-134.367,132.477,-393.728,2.541,-2.564,16.977
520,26.0,-2958.588,2931.629,10724.221,-134.241,132.349,-392.881,2.529,-2.552,16.933
521,26.05,-2965.294,2938.241,10743.865,-134.115,132.222,-392.037,2.517,-2.54,16.89
522,26.1,-2971.993,2944.845,10763.467,-133.99,132.096,-391.194,2.505,-2.528,16.847
523,26.15,-2978.686,2951.444,10783.027,-133.865,131.97,-390.354,2.493,-2.516,16.804
524,26.2,-2985.373,2958.036,10802.544,-133.741,131.845,-389.516,2.481,-2.504,16.762
525,26.25,-2992.054,2964.622,10822.02,-133.617,131.72,-388.68,2.471,-2.494,16.723
526,26.3,-2998.729,2971.202,10841.454,-133.494,131.596,-387.846,2.461,-2.483,16.685
527,26.35,-3005.398,2977.776,10860.846,-133.372,131.472,-387.013,2.45,-2.473,16.647
528,26.4,-3012.06,2984.343,10880.197,-133.25,131.349,-386.183,2.44,-2.463,16.609
529,26.45,-3018.716,2990.904,10899.506,-133.128,131.227,-385.354,2.429,-2.451,16.568
530,26.5,-3025.367,2997.46,10918.774,-133.008,131.105,-384.528,2.417,-2.439,16.526
531,26.55,-3032.011,3004.009,10938.0,-132.887,130.983,-383.704,2.404,-2.427,16.482
532,26.6,-3038.65,3010.552,10957.185,-132.768,130.863,-382.882,2.392,-2.415,16.439
533,26.65,-3045.282,3017.089,10976.33,-132.649,130.743,-382.062,2.38,-2.402,16.396
534,26.7,-3051.909,3023.62,10995.433,-132.53,130.623,-381.245,2.368,-2.39,16.353
535,26.75,-3058.529,3030.145,11014.495,-132.413,130.504,-380.429,2.355,-2.378,16.31
536,26.8,-3065.144,3036.665,11033.516,-132.295,130.386,-379.616,2.343,-2.366,16.268
537,26.85,-3071.753,3043.178,11052.497,-132.179,130.268,-378.804,2.331,-2.354,16.226
538,26.9,-3078.356,3049.686,11071.437,-132.063,130.151,-377.995,2.32,-2.342,16.184
539,26.95,-3084.953,3056.187,11090.337,-131.947,130.035,-377.188,2.308,-2.33,16.143
540,27.0,-3091.545,3062.683,11109.197,-131.833,129.919,-376.383,2.296,-2.318,16.101
541,27.05,-3098.131,3069.173,11128.016,-131.718,129.803,-375.58,2.284,-2.307,16.061
542,27.1,-3104.711,3075.658,11146.795,-131.605,129.688,-374.779,2.273,-2.295,16.02
543,27.15,-3111.286,3082.137,11165.534,-131.492,129.574,-373.98,2.261,-2.284,15.98
544,27.2,-3117.855,3088.61,11184.233,-131.379,129.461,-373.183,2.25,-2.272,15.94
545,27.25,-3124.418,3095.077,11202.892,-131.267,129.348,-372.388,2.24,-2.262,15.904
546,27.3,-3130.976,3101.539,11221.511,-131.156,129.235,-371.594,2.23,-2.252,15.868
547,27.35,-3137.528,3107.995,11240.091,-131.045,129.123,-370.803,2.22,-2.242,15.833
548,27.4,-3144.075,3114.445,11258.631,-130.934,129.011,-370.013,2.209,-2.232,15.796
549,27.45,-3150.616,3120.89,11277.132,-130.824,128.9,-369.225,2.198,-2.221,15.758
550,27.5,-3157.152,3127.33,11295.593,-130.715,128.79,-368.439,2.187,-2.21,15.719
551,27.55,-3163.682,3133.764,11314.015,-130.606,128.68,-367.655,2.176,-2.199,15.681
552,27.6,-3170.207,3140.192,11332.398,-130.498,128.57,-366.873,2.166,-2.189,15.645
